x_1,y_1,x_2,y_2,x_3,y_3,x_4,y_4,x_5,y_5,x_6,y_6,x_7,y_7,x_8,y_8,x_9,y_9,x_10,y_10,x_11,y_11,x_12,y_12
1.0,0.0,0.8660253882408142,0.5,0.5,0.8660253882408142,6.123234262925839e-17,1.0,-0.5,0.8660253882408142,-0.8660253882408142,0.5,-1.0,1.2246468525851679e-16,-0.8660253882408142,-0.5,-0.5,-0.8660253882408142,-1.8369701465288538e-16,-1.0,0.5,-0.8660253882408142,0.8660253882408142,-0.5
0.9910250902175903,-1.0680406376195606e-5,0.8570504784584045,0.4999893307685852,0.49102506041526794,0.8660147190093994,0.0034402713645249605,0.9939894080162048,-0.49099022150039673,0.86005038022995,-0.8570156097412109,0.49402499198913574,-0.9909752607345581,0.0043318686075508595,-0.857122004032135,-0.4940316379070282,-0.4910965859889984,-0.86005699634552,0.005037406459450722,-0.9940113425254822,0.49102506041526794,-0.866036057472229,0.8570504784584045,-0.5000106692314148
0.9820501804351807,-2.136081275239121e-5,0.8480755686759949,0.4999786615371704,0.4820501208305359,0.8660040497779846,0.006880542729049921,0.9879788160324097,-0.48198044300079346,0.8540753722190857,-0.8480058312416077,0.4880499839782715,-0.9819558262825012,-0.0007747816853225231,-0.8482186198234558,-0.4880632758140564,-0.4821931719779968,-0.8540886044502258,0.010074812918901443,-0.9880226850509644,0.4820501208305359,-0.8660467267036438,0.8480755686759949,-0.5000213384628296
0.973075270652771,-3.2041218219092116e-5,0.8391006588935852,0.4999679923057556,0.47307518124580383,0.8659933805465698,0.010320814326405525,0.9819682240486145,-0.4729706645011902,0.8481003642082214,-0.8389960527420044,0.4820749759674072,-0.972931981086731,0.004812635947018862,-0.8393152356147766,-0.4820949137210846,-0.47328975796699524,-0.8481202125549316,0.015112219378352165,-0.9820340275764465,0.47307518124580383,-0.8660573959350586,0.8391006588935852,-0.5000320076942444
0.9641003608703613,-4.272162550478242e-5,0.8301257491111755,0.4999573230743408,0.4641002416610718,0.865982711315155,0.013761085458099842,0.9759576320648193,-0.4639608860015869,0.8421253561973572,-0.8299862742424011,0.47609996795654297,-0.9639125466346741,-0.0002940143458545208,-0.8304118514060974,-0.4761265516281128,-0.46438634395599365,-0.8421518206596375,0.018433421850204468,-0.9760693311691284,0.4641002416610718,-0.8660680651664734,0.8301257491111755,-0.5000426769256592
0.9551254510879517,-5.340203279047273e-5,0.8211508393287659,0.499946653842926,0.4551253020763397,0.8659720420837402,0.01720135658979416,0.9699470400810242,-0.45495110750198364,0.8361503481864929,-0.8209764957427979,0.4701249599456787,-0.9548878073692322,0.004037854261696339,-0.8215084671974182,-0.470158189535141,-0.45548292994499207,-0.8361834287643433,0.02175462432205677,-0.9701046347618103,0.4551253020763397,-0.8660787343978882,0.8211508393287659,-0.500053346157074
0.946150541305542,-6.408243643818423e-5,0.8121759295463562,0.49993598461151123,0.44615036249160767,0.8659613728523254,0.02064162865281105,0.963936448097229,-0.44594132900238037,0.8301753401756287,-0.8119667172431946,0.46414995193481445,-0.9458683729171753,-0.001068796031177044,-0.812605082988739,-0.4641898274421692,-0.4465795159339905,-0.8302150368690491,0.025075826793909073,-0.9641399383544922,0.44615036249160767,-0.866089403629303,0.8121759295463562,-0.5000640153884888
0.9371756315231323,-7.476284372387454e-5,0.8032010197639465,0.49992531538009644,0.4371754229068756,0.8659507036209106,0.024081900715827942,0.9579258561134338,-0.4369315505027771,0.8242003321647644,-0.8029569387435913,0.4581749439239502,-0.936844527721405,0.004518621601164341,-0.8037016987800598,-0.4582214653491974,-0.4376761019229889,-0.8242466449737549,0.028397029265761375,-0.9581752419471741,0.4371754229068756,-0.8661000728607178,0.8032010197639465,-0.5000746846199036
0.9282007217407227,-8.544325100956485e-5,0.7942261099815369,0.49991464614868164,0.42820048332214355,0.8659400343894958,0.027522172778844833,0.9519152641296387,-0.42792177200317383,0.8182253241539001,-0.793947160243988,0.45219993591308594,-0.9278250932693481,-0.0005880286917090416,-0.7947983145713806,-0.4522531032562256,-0.4287726879119873,-0.8182782530784607,0.03171823173761368,-0.952210545539856,0.42820048332214355,-0.8661107420921326,0.7942261099815369,-0.5000853538513184
0.919225811958313,-9.612365829525515e-5,0.7852512001991272,0.49990397691726685,0.43124574422836304,0.8599427938461304,0.030962444841861725,0.9459046721458435,-0.41891199350357056,0.8122503161430359,-0.7849373817443848,0.4462249279022217,-0.9188003540039062,0.0037438401486724615,-0.7858949303627014,-0.4462847411632538,-0.4198692739009857,-0.8123098611831665,0.03503943607211113,-0.9462458491325378,0.4192255437374115,-0.8661214113235474,0.7852512001991272,-0.5000960230827332
0.9102509021759033,-0.00010680406558094546,0.7762762904167175,0.49989330768585205,0.422270804643631,0.8599321246147156,0.034402716904878616,0.9398940801620483,-0.4099022150039673,0.8062753081321716,-0.7759276032447815,0.4402499198913574,-0.9097809195518494,-0.001362810144200921,-0.7769915461540222,-0.440316379070282,-0.41096585988998413,-0.8063414692878723,0.03836064040660858,-0.9402811527252197,0.4223040044307709,-0.8602063655853271,0.7762762904167175,-0.500106692314148
0.9012759923934937,-0.00011748447286663577,0.7673013806343079,0.49988263845443726,0.42531606554985046,0.8539348840713501,0.037447988986968994,0.9338968396186829,-0.400892436504364,0.8003003001213074,-0.7669178247451782,0.43427491188049316,-0.9007570743560791,0.0042246077209711075,-0.768088161945343,-0.4343480169773102,-0.40206244587898254,-0.8003730773925781,0.04168184474110603,-0.9343164563179016,0.42538246512413025,-0.8542913198471069,0.7673013806343079,-0.5001173615455627
0.892301082611084,-0.00012816487287636846,0.7583264708518982,0.49987196922302246,0.4163411259651184,0.8539242148399353,0.04049326106905937,0.9278995990753174,-0.39188265800476074,0.7943252921104431,-0.757908046245575,0.4282999038696289,-0.8917376399040222,-0.0008820425719022751,-0.7591847777366638,-0.4283796548843384,-0.39315903186798096,-0.7944046854972839,0.045003049075603485,-0.9283517599105835,0.4164075255393982,-0.8543019890785217,0.7583264708518982,-0.5001280307769775
