xneg_TopPush,yneg_TopPush,xpos_TopPush,ypos_TopPush,xquant_TopPush,yquant_TopPush
-11.298895307856368,0.017702111257679363,5.290019026647227,0.011372220054743433,,
-10.856998585488256,0.01726251517870288,5.649813660730703,0.012344549955134166,,
-10.415101863120142,0.016847318889403044,6.0096082948141785,0.013449421078133699,,
-9.97320514075203,0.016455086487200007,6.369402928897655,0.014685402964891067,,
-9.531308418383919,0.01608457943908919,6.72919756298113,0.016049865509221502,,
-9.089411696015805,0.015734386120299253,7.088992197064607,0.017541256100046858,,
-8.647514973647693,0.015402210531740313,7.448786831148082,0.019160131293572486,,
-8.205618251279581,0.015084157088888463,7.808581465231558,0.020908173679042782,,
-7.763721528911468,0.014774380457807672,8.168376099315035,0.022785082274777917,,
-7.321824806543356,0.014465369836752378,8.52817073339851,0.024784107027506642,,
-6.879928084175243,0.014148944103647816,8.887965367481986,0.026887781441716038,,
-6.4380313618071305,0.013817801844337807,9.247760001565462,0.029065719596629416,,
-5.996134639439019,0.013467258340587405,9.607554635648937,0.03127594490022102,,
-5.554237917070906,0.013096674245203426,9.967349269732413,0.03347015095919086,,
-5.112341194702793,0.01271009565574958,10.32714390381589,0.035601909245988446,,
-4.6704444723346805,0.012315807352946498,10.686938537899366,0.037635656283558576,,
-4.228547749966569,0.011924813346634464,11.04673317198284,0.039553783299994,,
-3.786651027598456,0.011548599339967604,11.406527806066316,0.04135952475157497,,
-3.3447543052303432,0.011196768272540174,11.766322440149793,0.04307447348907685,,
-2.902857582862231,0.010875173604711375,12.12611707423327,0.04473105039513978,,
-2.4609608604941187,0.010584992691092055,12.485911708316744,0.04636164256242087,,
-2.019064138126006,0.010322867244089325,12.84570634240022,0.04798700013108752,,
-1.5771674157578934,0.010081924496515515,13.205500976483696,0.04960665242915311,,
-1.1352706933897811,0.009853298438393722,13.565295610567173,0.05119359834666744,,
-0.6933739710216686,0.009627740740549324,13.925090244650647,0.05269454505379409,,
-0.25147724865355614,0.00939701088043413,14.284884878734124,0.05403579349527231,,
0.19041947371455634,0.009154885569707576,14.6446795128176,0.055133764864872696,,
0.6323161960826689,0.008897756695977876,15.004474146901075,0.055908320365194636,,
1.0742129184507814,0.008624861829099047,15.36426878098455,0.05629654777994632,,
1.5161096408188937,0.00833821774387925,15.724063415068027,0.05626460630448965,,
1.9580063631870062,0.008042326743868036,16.0838580491515,0.05581553198606191,,
2.3999030855551187,0.007743712830719412,16.44365268323498,0.05499157499403161,,
2.8417998079232314,0.007450324112556386,16.803447317318454,0.05387057776490317,,
3.2836965302913437,0.0071708131717983115,17.16324195140193,0.05255694528858734,,
3.725593252659456,0.006913691925699828,17.523036585485407,0.051168684921494186,,
4.167489975027569,0.006686371030345919,17.88283121956888,0.04982259811127132,,
4.609386697395681,0.0064941449166319035,18.24262585365236,0.048619886378580085,,
5.051283419763793,0.0063392568138111935,18.602420487735834,0.04763422440729104,,
5.493180142131906,0.0062202370291737676,18.96221512181931,0.04690388658083186,,
5.935076864500019,0.006131714209744094,19.322009755902787,0.046428922944280616,,
6.3769735868681305,0.0060648362621577405,19.68180438998626,0.04617372360193338,,
6.818870309236243,0.006008317845042228,20.041599024069736,0.04607457274893511,,
7.260767031604356,0.005949987925207741,20.401393658153214,0.046050973870854016,,
7.702663753972469,0.0058785797888778295,20.76118829223669,0.04601873535455843,,
8.144560476340581,0.005785416043790379,21.120982926320163,0.04590228301140901,,
8.586457198708693,0.005665616392887401,21.48077756040364,0.045643695899613056,,
9.028353921076805,0.005518519006810956,21.840572194487116,0.04520670194601513,,
9.470250643444919,0.005347170683430438,22.200366828570594,0.04457521197742215,,
9.91214736581303,0.0051569896901897325,22.56016146265407,0.043747523805243986,,
10.354044088181142,0.004953973157017173,22.919956096737543,0.0427285545134417,,
10.795940810549256,0.004743003918742241,23.27975073082102,0.04152290493281255,,
11.237837532917368,0.004526810047763284,23.639545364904496,0.04013106009482976,,
11.679734255285481,0.004305907896873944,23.99933999898797,0.03854978195615279,,
12.121630977653593,0.004079481705134142,24.35913463307145,0.036776229014799204,,
12.563527700021705,0.003846772536534735,24.718929267154923,0.03481408604051785,,
13.005424422389819,0.003608339690761009,25.078723901238398,0.03267940692739273,,
13.44732114475793,0.003366624700144212,25.438518535321876,0.03040408939749453,,
13.889217867126042,0.0031255705645281706,25.79831316940535,0.028035752066807522,,
14.331114589494156,0.002889482338250764,26.15810780348883,0.025633924994495887,,
14.773011311862268,0.0026616591209312436,26.517902437572303,0.023263505971465117,,
15.21490803423038,0.00244342350708215,26.877697071655778,0.020987080276381267,,
15.656804756598493,0.002233983323997104,27.237491705739256,0.018857824861155538,,
16.098701478966607,0.0020311786634794704,27.59728633982273,0.01691437030491167,,
16.540598201334717,0.001832776688038158,27.957080973906205,0.015178355828280985,,
16.98249492370283,0.0016377543209480116,28.316875607989683,0.013654714144161889,,
17.424391646070944,0.001447043391395051,28.676670242073158,0.01233416321994433,,
17.866288368439054,0.0012634693013591836,29.036464876156636,0.011197073650627694,,
18.308185090807168,0.0010909610482944389,29.39625951024011,0.010217831537858572,,
18.75008181317528,0.0009333890508602027,29.756054144323585,0.009368954038550512,,
19.19197853554339,0.0007934881990188459,30.115848778407063,0.008624432720235244,,
19.633875257911505,0.0006722297740194172,30.475643412490538,0.007961994771532099,,
20.07577198027962,0.0005687866738264447,30.835438046574012,0.007364153144492062,,
20.51766870264773,0.00048100205478959437,31.19523268065749,0.00681808065864572,,
20.959565425015843,0.00040611699784029177,31.555027314740965,0.006314518618815752,,
21.401462147383956,0.0003414797034420858,31.91482194882444,0.005846116604310106,,
21.843358869752066,0.0002850300958890284,32.27461658290792,0.005405747794882034,,
22.28525559212018,0.00023547652735970038,32.634411216991396,0.0049853757093021225,,
22.727152314488293,0.00019219829803984178,32.99420585107487,0.004575904101258,,
23.169049036856403,0.0001549813711056336,33.354000485158345,0.004168128013125647,,
23.610945759224517,0.0001237144994557582,33.71379511924182,0.003754509332629601,,
24.05284248159263,9.814949455770106e-5,34.073589753325294,0.0033311690212618973,,
24.49473920396074,7.778249481892652e-5,34.43338438740877,0.0028993591589218373,,
24.936635926328854,6.186257223756653e-5,,,,
25.378532648696968,4.949441464551063e-5,,,,
