fpr_train,tpr_train,fpr_valid,tpr_valid,fpr_test,tpr_test
1.0,1.0,1.0,1.0,1.0,1.0
0.9329271888748658,1.0,0.9329275844376427,1.0,0.9329269910917278,0.9999557600424703
0.8703542067208455,1.0,0.8703490737955804,0.9998230401698814,0.8703567732061819,0.9999557600424703
0.8119802786001581,1.0,0.8119813874489128,0.9998230401698814,0.8119841473447688,0.9997345602548221
0.7575223222184215,1.0,0.7575237522336831,0.9998230401698814,0.7575216072044656,0.9994691205096443
0.706714947924653,0.9999410133899604,0.706710780064047,0.9994691205096443,0.7067170318733911,0.9991594408069369
0.6593163562590675,0.9996460803397629,0.6593124679322729,0.9989382410192886,0.6593183004396634,0.9984958414439922
0.6150965428574798,0.9995870937297233,0.615081120291573,0.9982304016988144,0.6150954078608647,0.9980534418686958
0.5738431959991036,0.9995281071196839,0.5738398117513844,0.9973456025482216,0.5738404649640396,0.9971244027605733
0.5353499015109517,0.9992331740694862,0.5353408467649192,0.9953990444169174,0.5353544289240187,0.9959741638648026
0.49944563050683527,0.9988792544092491,0.49944268501972716,0.9941603256060875,0.4994471032634177,0.9944700053087949
0.46594755900496576,0.9982304016988144,0.4659507085861892,0.9927446469651389,0.46595040737431553,0.9934524862856131
0.4346964532147533,0.9976405355984191,0.4346879920737425,0.9913289683241904,0.4347006838226838,0.9912404884091311
0.40554487444120735,0.9968147230578659,0.40553068770899314,0.9897363298531233,0.4055431215222795,0.9890727304901787
0.37834538398933726,0.995693977467115,0.3783372551794908,0.9869049725712263,0.3783450252563229,0.9873031321889931
0.3529682358075512,0.9946912050964432,0.3529661541727853,0.9837196956290922,0.35296927663414157,0.9843832949920368
0.32929547893985683,0.9926856603550994,0.32929353691548274,0.980534418686958,0.32929644996063373,0.9822597770306141
0.3072091624302615,0.9913289683241904,0.30719555563418904,0.9784109007255353,0.3072071195406976,0.9798265793664838
0.28660313041837204,0.9897363298531233,0.2866014401726792,0.9754025836135197,0.2866039755486947,0.9769509821270571
0.26738302213939447,0.9879077449418981,0.26736965021850284,0.9722173066713856,0.26738086181120124,0.9729251459918599
0.24944857928073508,0.9851353742700407,0.24944710815449125,0.9683241904087772,0.24944931485036403,0.9689877897717218
0.23271723617319917,0.9827169232584203,0.2327099662072504,0.9653158732967616,0.23271644801443725,0.964652273933817
0.21710642714759204,0.9799445525865629,0.21710514675961148,0.9608918775437976,0.21711149052113835,0.9601397982657937
0.20254538163031813,0.9778210346251401,0.20254418711629307,0.9568218014510707,0.2025459788926142,0.9557600424703593
0.18896332904778193,0.9756385300536778,0.18895631712107006,0.9527517253583436,0.18896241186826018,0.9512033268448062
0.17628949882638797,0.9726302129416623,0.17628845915677357,0.9474429304547868,0.17629001866579383,0.9471774907096089
0.16446491548814002,0.9686781100690144,0.1644521505281223,0.9435498141921784,0.16446687485071787,0.9433728543620599
0.15343650110284143,0.9654338465168407,0.15342969869605988,0.9400106175898071,0.15343547916242778,0.9385506989913289
0.14314528019249595,0.9616587034743114,0.14313264096530492,0.936825340647673,0.14314275351421166,0.9340382233233057
0.13354407237470658,0.957883560431782,0.1335432847968012,0.9324013448947089,0.13354446616714288,0.9287294284197487
0.12458569726707636,0.9540494307792131,0.12457316749526724,0.9272695098212705,0.1245875390345096,0.9238630330914882
0.11622297448720822,0.9509231404471185,0.1162222890607031,0.9235533533887808,0.11623216355127786,0.9192620775084056
0.1084323138439037,0.9477968501150239,0.10841987933688364,0.9191293576358167,0.10843410797852107,0.9151035215006194
0.10116063740696618,0.9442576535126527,0.10114824578475257,0.9154132012033268,0.10116241009899063,0.9107680056627145
0.09437845743739753,0.9406004836902023,0.09437200332619734,0.9125818439214298,0.09437726134765262,0.9065652096973987
0.08804449110060036,0.936943313867752,0.08803807434404912,0.9085117678287029,0.08804769950725842,0.9026278534772607
0.08214104575317582,0.934229929805934,0.0821287662992516,0.9051495310564502,0.08214276236055944,0.8993540966200673
0.07663273610832616,0.931280599303958,0.07662638665274854,0.9014333746239603,0.07663148769030706,0.8957264201026367
0.07149007442705323,0.9275644428714682,0.07147785778737106,0.8973632985312334,0.07149175962703798,0.8920545036276765
0.06669536806595817,0.9247330855895711,0.0666831797031192,0.8929393027782694,0.06669703912739626,0.8885153070253052
0.06222502683384249,0.9217247684775556,0.06222465986093664,0.8897540258361352,0.0622252103219186,0.8850203503804637
0.05804956299170805,0.9190703710257772,0.05804922064365457,0.8874535480445939,0.058049734167249054,0.8818350734383295
0.0541571814439556,0.9161210405238011,0.05415686205127298,0.8837373916121041,0.05415734114170964,0.8792249159440807
0.050524291999386656,0.9137615761222203,0.050512199005679305,0.88055211466997,0.05052591537583709,0.8768801981950097
0.047133202014602325,0.9111071786704418,0.04713292404592983,0.87807467704831,0.04713334100016808,0.8738718810829942
0.04397211639400337,0.9082168347785052,0.043965959554855716,0.8754202795965316,0.04397519484080997,0.8712617235887453
0.041023342494190915,0.9050315578363711,0.041011305532456965,0.8727658821447531,0.04102493785440681,0.8688285259246151
0.038269187671766076,0.9023181737745531,0.03826896197873357,0.8709962838435675,0.03827372369317327,0.8667050079631924
0.03570375437892924,0.90025364242317,0.035703543815572975,0.8690497257122634,0.03570385966153873,0.8649796496195363
0.03330934997228153,0.8977172181914705,0.0332973585039189,0.8674570872411963,0.03331092258561053,0.8625022119978765
0.031074179356223683,0.8956526868400873,0.031068098582827622,0.8658644487701291,0.031077219769818032,0.8605556538665723
0.028992344982956088,0.8939420751489412,0.028980378974186587,0.8640948504689435,0.028993904866375916,0.8585648557777384
