x,y,z
-1.0,-1.0,3.5
-0.9710144927536232,-1.0,3.45652174949646
-0.9420289855072463,-1.0,3.41304349899292
-0.9130434782608695,-1.0,3.36956524848938
-0.8840579710144928,-1.0,3.32608699798584
-0.855072463768116,-1.0,3.2826086580753326
-0.8260869565217391,-1.0,3.2391304075717926
-0.7971014492753623,-1.0,3.1956521570682526
-0.7681159420289855,-1.0,3.152173906564713
-0.7391304347826086,-1.0,3.1086956560611725
-0.7101449275362319,-1.0,3.065217405557632
-0.6811594202898551,-1.0,3.0217391550540924
-0.6521739130434783,-1.0,2.9782609045505524
-0.6231884057971014,-1.0,2.934782564640045
-0.5942028985507246,-1.0,2.8913043141365047
-0.5652173913043478,-1.0,2.847826063632965
-0.5362318840579711,-1.0,2.804347813129425
-0.5072463768115942,-1.0,2.760869562625885
-0.4782608695652174,-1.0,2.717391312122345
-0.4492753623188406,-1.0,2.673913061618805
-0.42028985507246375,-1.0,2.6304347664117813
-0.391304347826087,-1.0,2.5869565159082413
-0.36231884057971014,-1.0,2.5434782654047012
-0.3333333333333333,-1.0,2.500000014901161
-0.30434782608695654,-1.0,2.4565217196941376
-0.2753623188405797,-1.0,2.4130434691905975
-0.2463768115942029,-1.0,2.3695652186870575
-0.21739130434782608,-1.0,2.326086945831775
-0.18840579710144928,-1.0,2.282608695328235
-0.15942028985507245,-1.0,2.2391304448246956
-0.13043478260869565,-1.0,2.1956521719694133
-0.10144927536231885,-1.0,2.152173910290003
-0.07246376811594203,-1.0,2.108695648610592
-0.043478260869565216,-1.0,2.0652173925191164
-0.014492753623188406,-1.0,2.0217391308397055
0.014492753623188406,-1.0,1.9927536230534313
0.043478260869565216,-1.0,1.9782608691602945
0.07246376811594203,-1.0,1.9637681171298025
0.10144927536231885,-1.0,1.9492753632366657
0.13043478260869565,-1.0,1.9347826093435285
0.15942028985507245,-1.0,1.9202898517251012
0.18840579710144928,-1.0,1.9057971015572548
0.21739130434782608,-1.0,1.8913043513894081
0.2463768115942029,-1.0,1.8768115937709808
0.2753623188405797,-1.0,1.8623188436031342
0.30434782608695654,-1.0,1.8478260934352875
0.3333333333333333,-1.0,1.8333333283662796
0.36231884057971014,-1.0,1.818840578198433
0.391304347826087,-1.0,1.804347828030586
0.42028985507246375,-1.0,1.7898550778627396
0.4492753623188406,-1.0,1.7753623127937315
0.4782608695652174,-1.0,1.760869562625885
0.5072463768115942,-1.0,1.760869562625885
0.5362318840579711,-1.0,1.804347813129425
0.5652173913043478,-1.0,1.847826063632965
0.5942028985507246,-1.0,1.891304314136505
0.6231884057971014,-1.0,1.9347825646400452
0.6521739130434783,-1.0,1.9782609045505524
0.6811594202898551,-1.0,2.021739155054092
0.7101449275362319,-1.0,2.065217405557632
0.7391304347826086,-1.0,2.1086956560611725
0.7681159420289855,-1.0,2.1521739065647125
0.7971014492753623,-1.0,2.1956521570682526
0.8260869565217391,-1.0,2.2391304075717926
0.855072463768116,-1.0,2.2826086580753326
0.8840579710144928,-1.0,2.3260869979858403
0.9130434782608695,-1.0,2.36956524848938
0.9420289855072463,-1.0,2.4130434989929195
0.9710144927536232,-1.0,2.45652174949646
1.0,-1.0,2.5
-1.0,-0.9710144927536232,3.4710144996643066
-0.9710144927536232,-0.9710144927536232,3.4275362491607666
-0.9420289855072463,-0.9710144927536232,3.3840579986572266
-0.9130434782608695,-0.9710144927536232,3.3405797481536865
-0.8840579710144928,-0.9710144927536232,3.2971014976501465
-0.855072463768116,-0.9710144927536232,3.2536231577396393
-0.8260869565217391,-0.9710144927536232,3.2101449072360992
-0.7971014492753623,-0.9710144927536232,3.166666656732559
-0.7681159420289855,-0.9710144927536232,3.123188406229019
-0.7391304347826086,-0.9710144927536232,3.079710155725479
-0.7101449275362319,-0.9710144927536232,3.036231905221939
-0.6811594202898551,-0.9710144927536232,2.992753654718399
-0.6521739130434783,-0.9710144927536232,2.949275404214859
-0.6231884057971014,-0.9710144927536232,2.905797064304352
