angle,angle_buffer,angle_buffer_deg,angle_deg,epoch,loss,norm_a,norm_b,t_est_1,t_est_2,t_est_buffer,t_true,lb,ub
1.590892315,0.046685562,2.67488564,91.1514153,2.20979021,201.7390137,55.1488266,1131.649292,13.45379066,0.320668399,13.45379066,13.45379066,0,90
1.623187184,0.039306898,2.252119342,93.00177502,2.216783217,201.3145294,50.95066071,1132.035645,13.43938065,1.503643274,13.43938065,13.43938065,0,90
1.630341053,0.026933853,1.543196079,93.4116615,2.223776224,200.8936157,31.17606163,1132.829224,13.42506218,2.371208906,13.42506218,13.42506218,0,90
1.487187862,0.04920157,2.819042332,85.20958786,2.230769231,200.477005,55.47228622,1126.07373,13.4108839,1.313820243,13.4108839,13.4108839,0,90
1.594089508,0.027961142,1.602055448,91.33460098,2.237762238,200.0640564,31.90572739,1140.370361,13.39683342,3.599067688,13.39683342,13.39683342,0,90
1.622339129,0.047114011,2.699433981,92.95318506,2.244755245,199.6552277,55.55259705,1126.411255,13.3829174,0.469906867,13.3829174,13.3829174,0,90
1.59267354,0.053443607,3.06209312,91.25347199,2.251748252,199.2505188,69.70625305,1132.11853,13.36913586,2.708204746,13.36913586,13.36913586,0,90
1.591288328,0.037158065,2.129000273,91.17410519,2.258741259,198.8489532,42.58220291,1148.842529,13.3554697,4.000673771,13.3554697,13.3554697,0,90
1.562196851,0.033802524,1.936741974,89.50728632,2.265734266,198.4522552,55.95925903,1122.614136,13.34193897,1.135487676,13.34193897,13.34193897,0,90
1.59818542,0.034875441,1.998215598,91.56927945,2.272727273,198.0593567,39.14295578,1123.21521,13.32848549,1.227470636,13.32848549,13.32848549,0,90
1.600014925,0.033456843,1.91693592,91.67410236,2.27972028,197.6704712,41.61510086,1198.507568,13.31515598,5.647223949,13.31515598,13.31515598,0,90
1.559044719,0.036157869,2.071693279,89.32668246,2.286713287,197.2870483,55.63017273,1119.574219,13.30200768,2.437557936,13.30200768,13.30200768,0,90
1.579209447,0.034736704,1.990266538,90.48203627,2.293706294,196.9059906,38.93871307,1118.183228,13.2889328,1.139538407,13.2889328,13.2889328,0,90
1.573965192,0.051502585,2.950880778,90.18156259,2.300699301,196.5284119,65.02719879,1117.214355,13.27598476,0.938077092,13.27598476,13.27598476,0,90
1.59837687,0.040125031,2.298994931,91.58024873,2.307692308,196.1537323,50.43293762,1121.474731,13.26314163,2.539829731,13.26314163,13.26314163,0,90
1.580436468,0.038882945,2.227828628,90.55233941,2.314685315,195.7817993,48.43957901,1167.79834,13.25042057,7.564055443,13.25042057,13.25042057,0,90
1.596372485,0.035325535,2.024004044,91.46540593,2.321678322,195.4120941,44.04162598,1125.422485,13.23777008,3.997178793,13.23777008,13.23777008,0,90
1.594548583,0.038038116,2.179423504,91.36090404,2.328671329,195.0453186,42.30568314,1158.385742,13.22525406,4.745460033,13.22525406,13.22525406,0,90
1.588320136,0.031570118,1.808834516,91.00404031,2.335664336,194.6818848,38.78569031,1120.966431,13.21281433,4.141230583,13.21281433,13.21281433,0,90
1.582028389,0.039610598,2.269520103,90.64354976,2.342657343,194.3205261,47.38534927,1235.490967,13.20044136,6.506915569,13.20044136,13.20044136,0,90
1.574711442,0.043578275,2.49685121,90.22431958,2.34965035,193.961441,57.95410919,1110.115112,13.18813133,1.962804675,13.18813133,13.18813133,0,90
1.554428816,0.029545117,1.692810519,89.0622107,2.356643357,193.6065216,36.1901207,1109.018311,13.17597294,1.693980217,13.17597294,13.17597294,0,90
1.607735991,0.033449717,1.916527602,92.11648688,2.363636364,193.2550354,37.02947998,1114.897949,13.16390991,3.162853003,13.16390991,13.16390991,0,90
1.613390088,0.038898274,2.228706948,92.44044276,2.370629371,192.9066467,46.62724686,1107.103394,13.15195084,0.613972306,13.15195084,13.15195084,0,90
1.603950024,0.031430073,1.800810537,91.89956691,2.377622378,192.5603333,39.05364227,1109.332153,13.1400671,1.055998445,13.1400671,13.1400671,0,90
1.608227372,0.036073681,2.066869671,92.14464092,2.384615385,192.2168884,40.91356277,1109.658325,13.12824917,1.495569706,13.12824917,13.12824917,0,90
1.466873288,0.035759967,2.048895174,84.04564849,2.391608392,191.8764954,40.54850388,1099.308472,13.11651993,2.048396587,13.11651993,13.11651993,0,90
1.610878468,0.036834158,2.110441796,92.2965375,2.398601399,191.5382538,41.32728958,1110.473755,13.10486221,3.167418003,13.10486221,13.10486221,0,90
1.588048577,0.039907508,2.286531756,90.98848114,2.405594406,191.2029419,48.8290596,1217.182617,13.09327507,6.502274513,13.09327507,13.09327507,0,90
1.578666449,0.039299313,2.251684771,90.45092476,2.412587413,190.8707886,44.69185638,1100.989014,13.08179855,1.194467306,13.08179855,13.08179855,0,90
1.593447089,0.045518972,2.608044982,91.29779309,2.41958042,190.5419159,51.05622864,1102.252197,13.07041931,2.735915661,13.07041931,13.07041931,0,90
1.545977831,0.036289535,2.079237223,88.57800493,2.426573427,190.2146759,40.741436,1098.153442,13.05911732,0.511790335,13.05911732,13.05911732,0,90
1.580485225,0.032088924,1.838559926,90.55513296,2.433566434,189.8896637,35.28129959,1099.122437,13.04786587,1.055710554,13.04786587,13.04786587,0,90
1.583853245,0.04081304,2.33841494,90.74810629,2.440559441,189.5662231,45.57822037,1219.485718,13.03667641,9.030670166,13.03667641,13.03667641,0,90
1.588327885,0.049717572,2.84860702,91.00448427,2.447552448,189.2444153,57.73119736,1110.525269,13.02556229,4.235203266,13.02556229,13.02556229,0,90
1.598832369,0.053562865,3.068926084,91.60634688,2.454545455,188.9239655,59.83211517,1100.470337,13.01446533,3.620001793,13.01446533,13.01446533,0,90
1.594542503,0.033561811,1.922950115,91.3605557,2.461538462,188.6051025,38.56249237,1096.023315,13.00342846,1.898647666,13.00342846,13.00342846,0,90
1.581156015,0.041094013,2.354513483,90.59356643,2.468531469,188.28862,46.84671402,1173.232056,12.99247169,5.882216454,12.99247169,12.99247169,0,90
1.589188576,0.048709493,2.790848379,91.05379824,2.475524476,187.9744568,53.18904495,1094.55603,12.98157978,1.558023334,12.98157978,12.98157978,0,90
1.623214245,0.034988083,2.004669486,93.00332547,2.482517483,187.6622925,40.46679688,1108.36853,12.97075558,4.531205654,12.97075558,12.97075558,0,90
1.582950115,0.036961801,2.117755221,90.69636078,2.48951049,187.3525085,40.28915405,1091.890259,12.96002007,1.545924664,12.96002007,12.96002007,0,90
1.579134703,0.03643709,2.087691503,90.47775375,2.496503497,187.0453033,43.99771881,1104.942505,12.94931602,4.353084564,12.94931602,12.94931602,0,90
1.651902795,0.040258538,2.306644316,94.64705831,2.503496503,186.7395172,45.38885498,1089.985596,12.93866158,0.327036113,12.93866158,12.93866158,0,90
1.45718205,0.036704443,2.103009696,83.49038143,2.51048951,186.4355316,43.65775299,1082.329468,12.92803478,1.486388564,12.92803478,12.92803478,0,90
1.614230037,0.039039031,2.236771694,92.48856827,2.517482517,186.1344147,43.01967239,1092.915649,12.9174881,2.994553089,12.9174881,12.9174881,0,90
1.588579655,0.02906709,1.665421567,91.01890963,2.524475524,185.8352814,42.39317703,1092.536865,12.90700436,1.834093094,12.90700436,12.90700436,0,90
1.628329277,0.034476578,1.975362425,93.29639523,2.531468531,185.5377502,39.01241684,1101.151001,12.8965559,4.817409039,12.8965559,12.8965559,0,90
1.64417851,0.034545675,1.979321373,94.20448937,2.538461538,185.2414551,38.38173676,1087.193115,12.88613224,1.605807424,12.88613224,12.88613224,0,90
1.602433443,0.039961252,2.289611104,91.81267324,2.545454545,184.9463806,82.73625183,1088.699097,12.8757534,2.605985165,12.8757534,12.8757534,0,90
1.589466214,0.043668482,2.502019742,91.06970575,2.552447552,184.6546478,47.42815781,1107.518677,12.86548138,3.976364374,12.86548138,12.86548138,0,90
1.593001604,0.025576103,1.465402786,91.27226867,2.559440559,184.3636017,28.07919502,1091.124634,12.85520267,2.798555851,12.85520267,12.85520267,0,90
1.605664492,0.031365518,1.797111777,91.99779869,2.566433566,184.0742493,37.34978485,1080.932495,12.8449688,0.472069114,12.8449688,12.8449688,0,90
1.599043846,0.063256636,3.624338284,91.61846364,2.573426573,183.7860565,71.62130737,1091.012451,12.83477402,2.762360573,12.83477402,12.83477402,0,90
1.588282347,0.031522878,1.80612784,91.00187514,2.58041958,183.4974213,34.24383163,1081.029297,12.82457924,2.772749424,12.82457924,12.82457924,0,90
1.629809856,0.054848924,3.142611872,93.38122618,2.587412587,183.2102356,74.54666138,1080.650024,12.81442738,1.657841563,12.81442738,12.81442738,0,90
1.594691753,0.033112958,1.897232745,91.36910709,2.594405594,182.9249725,39.21600723,1079.263428,12.80437183,2.022313356,12.80437183,12.80437183,0,90
1.581382513,0.054222353,3.106711971,90.60654379,2.601398601,182.641571,74.43578339,1085.641357,12.79436302,2.058614254,12.79436302,12.79436302,0,90
1.588949561,0.045096535,2.58384114,91.04010371,2.608391608,182.3573914,51.0737648,1079.595947,12.78434467,2.603461266,12.78434467,12.78434467,0,90
1.586885333,0.033235159,1.904234329,90.92183216,2.615384615,182.0742798,48.91159058,1172.606201,12.77436447,6.133992672,12.77436447,12.77436447,0,90
1.576413631,0.033331878,1.90977596,90.32184785,2.622377622,181.7934723,45.57397842,1075.436523,12.7644577,1.532575011,12.7644577,12.7644577,0,90
1.596763134,0.052569479,3.012009264,91.48778846,2.629370629,181.5143585,56.64622116,1082.633057,12.75459003,2.787982225,12.75459003,12.75459003,0,90
1.581709504,0.054908689,3.146036145,90.625279,2.636363636,181.2369385,62.39676285,1099.229736,12.74476624,4.439779758,12.74476624,12.74476624,0,90
1.616416097,0.022167562,1.27010772,92.61382028,2.643356643,180.960495,27.25013924,1072.352783,12.73496914,1.335367203,12.73496914,12.73496914,0,90
1.60710156,0.02976824,1.705594499,92.08013662,2.65034965,180.6852417,32.0385437,1114.46936,12.7251997,5.619959354,12.7251997,12.7251997,0,90
1.579689384,0.044869877,2.570854602,90.50953462,2.657342657,180.411972,57.16915512,1077.842773,12.71549034,2.068856001,12.71549034,12.71549034,0,90
1.594045043,0.040837865,2.339837327,91.33205332,2.664335664,180.1386566,45.2692337,1077.494873,12.70580101,2.383580208,12.70580101,12.70580101,0,90
1.687934399,0.038698513,2.217261472,96.71151714,2.671328671,179.8664856,44.53031158,1070.992432,12.69618988,1.009617567,12.69618988,12.69618988,0,90
1.583089948,0.049818214,2.854373407,90.70437259,2.678321678,179.5957642,55.45051193,1094.074585,12.6866188,4.434290409,12.6866188,12.6866188,0,90
1.596459508,0.033287138,1.907212505,91.47039197,2.685314685,179.3268433,35.55382919,1068.115234,12.67712212,1.711830497,12.67712212,12.67712212,0,90
1.59275043,0.038639922,2.213904434,91.25787746,2.692307692,179.0587769,43.92851257,1065.969116,12.66764355,0.395970196,12.66764355,12.66764355,0,90
1.593518138,0.034099281,1.953744876,91.30186388,2.699300699,178.7914734,36.36938095,1068.751587,12.65819263,1.193284392,12.65819263,12.65819263,0,90
1.590836287,0.057685155,3.305115946,91.14820512,2.706293706,178.526062,63.46549606,1073.743774,12.64877415,4.19918251,12.64877415,12.64877415,0,90
1.583030462,0.045477036,2.60564225,90.70096433,2.713286713,178.2604675,61.47806549,1086.304443,12.63936996,4.174218178,12.63936996,12.63936996,0,90
1.57947588,0.030335573,1.738100329,90.49730175,2.72027972,177.9973755,44.38542557,1067.124512,12.63004303,3.266729355,12.63004303,12.63004303,0,90
1.536639571,0.058404371,3.346323972,88.04296206,2.727272727,177.7351837,70.89149475,1061.060669,12.62071896,1.100087047,12.62071896,12.62071896,0,90
1.537302017,0.035587836,2.039032808,88.08091742,2.734265734,177.4749146,71.85541534,1060.47876,12.61145592,0.87231636,12.61145592,12.61145592,0,90
1.615612149,0.039595541,2.268657365,92.56775748,2.741258741,177.217453,42.45663452,1060.505249,12.60227489,0.782546222,12.60227489,12.60227489,0,90
1.534466982,0.04895493,2.804910884,87.91848186,2.748251748,176.9614258,55.85141373,1058.658691,12.59313297,0.598520458,12.59313297,12.59313297,0,90
1.567106485,0.065680638,3.763223351,89.78858766,2.755244755,176.7057648,69.49838257,1061.081909,12.58397675,2.751736641,12.58397675,12.58397675,0,90
1.568583965,0.043800723,2.509596557,89.87324102,2.762237762,176.450058,60.21397781,1059.181641,12.57482529,1.51914382,12.57482529,12.57482529,0,90
1.598520637,0.034631856,1.984259173,91.58848594,2.769230769,176.194519,54.54272461,1065.498535,12.56564522,2.639624596,12.56564522,12.56564522,0,90
1.613522053,0.035376128,2.026902819,92.44800377,2.776223776,175.9391937,49.66455841,1061.89502,12.55647469,2.284656763,12.55647469,12.55647469,0,90
1.604640484,0.036968254,2.118124905,91.93912736,2.783216783,175.6858826,42.09836578,1154.189453,12.54739857,5.875309467,12.54739857,12.54739857,0,90
1.605024815,0.037374038,2.141374655,91.96114789,2.79020979,175.4347076,39.57276154,1061.118896,12.53838062,3.262152195,12.53838062,12.53838062,0,90
1.592758417,0.027083937,1.551795287,91.25833509,2.797202797,175.1848145,28.76060104,1063.540405,12.52939701,2.793139458,12.52939701,12.52939701,0,90
1.637364626,0.035448518,2.031050451,93.81408259,2.804195804,174.9361572,37.31958771,1056.177246,12.52043819,1.500905752,12.52043819,12.52043819,0,90
0.762072742,0.09939865,5.695123147,43.6635518,2.811188811,174.6882172,108.5154343,971.2164307,12.5115242,3.727253199,12.5115242,12.5115242,0,90
1.580348969,0.034090538,1.953243925,90.54732605,2.818181818,174.4400024,36.23162079,1170.088501,12.50262547,6.46966362,12.50262547,12.50262547,0,90
1.605229974,0.036699571,2.102730512,91.97290265,2.825174825,174.1929626,42.12321472,1055.28772,12.49376106,2.589050531,12.49376106,12.49376106,0,90
1.627200246,0.027522784,1.576939348,93.23170651,2.832167832,173.9474335,35.71892929,1052.172241,12.48493767,1.310182571,12.48493767,12.48493767,0,90
1.602732658,0.032120489,1.840368432,91.82981701,2.839160839,173.7022095,34.00705719,1055.602905,12.47608948,3.259343386,12.47608948,12.47608948,0,90
1.591511369,0.031483136,1.803850825,91.18688448,2.846153846,173.4578857,33.22230148,1141.41748,12.46727848,5.870702744,12.46727848,12.46727848,0,90
0.911985993,0.043437123,2.488763839,52.2529484,2.853146853,173.2143555,45.68909454,1038.861694,12.45850945,0.591649592,12.45850945,12.45850945,0,90
1.566619039,0.032827269,1.880863983,89.76065902,2.86013986,172.9705811,40.76306534,1047.92041,12.44974709,2.184031963,12.44974709,12.44974709,0,90
1.615824938,0.037634738,2.156311638,92.57994937,2.867132867,172.727356,42.94278717,1066.543457,12.44096661,4.236884117,12.44096661,12.44096661,0,90
1.572063684,0.035972729,2.061085568,90.07261425,2.874125874,172.4851379,37.77425766,1046.127808,12.4321928,0.794677973,12.4321928,12.4321928,0,90
1.580596328,0.03418484,1.958647031,90.5614987,2.881118881,172.2436523,40.5847435,1177.077759,12.42345524,8.988604546,12.42345524,12.42345524,0,90
1.598586321,0.050499409,2.893403029,91.59224937,2.888111888,172.0026245,53.47166061,1049.726318,12.4147234,1.577534795,12.4147234,12.4147234,0,90
1.582019329,0.034324072,1.966624479,90.64303066,2.895104895,171.7630157,37.9013176,1081.271118,12.40602112,5.595148087,12.40602112,12.40602112,0,90
1.612290382,0.065648846,3.761401825,92.37743426,2.902097902,171.5240631,69.46804047,1047.667847,12.39734364,2.347697496,12.39734364,12.39734364,0,90
1.606844187,0.031302735,1.793514615,92.06539024,2.909090909,171.2858582,35.6324234,1054.22644,12.38870907,3.495105505,12.38870907,12.38870907,0,90
1.647911787,0.030172026,1.728729737,94.41839041,2.916083916,171.0480347,31.40773582,1043.722046,12.38007545,1.030381083,12.38007545,12.38007545,0,90
1.558594584,0.035006821,2.005743106,89.30089166,2.923076923,170.8119202,50.30042648,1044.331909,12.37146473,1.882822394,12.37146473,12.37146473,0,90
1.670669913,0.050003398,2.864983679,95.72233499,2.93006993,170.5758362,53.07918167,1044.255005,12.36285114,1.578630567,12.36285114,12.36285114,0,90
1.596718669,0.033446152,1.916323337,91.4852408,2.937062937,170.3397369,38.17965698,1077.908325,12.35425663,5.590790272,12.35425663,12.35425663,0,90
0.28123185,0.037423454,2.144205982,16.11339809,2.944055944,170.105835,40.04720688,953.5217285,12.34573269,3.258614779,12.34573269,12.34573269,0,90
1.603339314,0.040373888,2.313253377,91.86457585,2.951048951,169.872879,49.76274872,1038.19043,12.33724594,0.532473326,12.33724594,12.33724594,0,90
1.61491859,0.034836102,1.995961635,92.52801944,2.958041958,169.6412048,36.35258484,1041.92627,12.32880688,2.240865231,12.32880688,12.32880688,0,90
1.630505323,0.041854482,2.398085181,93.42107351,2.965034965,169.4103546,65.27589417,1049.954834,12.3203907,4.853488922,12.3203907,12.3203907,0,90
1.599703312,0.034046791,1.950737459,91.65624825,2.972027972,169.1810608,37.33340454,1042.821167,12.31202793,3.222161055,12.31202793,12.31202793,0,90
1.613302588,0.034935221,2.001640724,92.4354294,2.979020979,168.9520111,48.18645096,1172.614136,12.30365562,8.979295731,12.30365562,12.30365562,0,90
1.614309669,0.032059185,1.836856007,92.49313083,2.986013986,168.7251892,70.40739441,1035.077515,12.29533482,0.570581138,12.29533482,12.29533482,0,90
1.652867079,0.026704913,1.530078807,94.70230771,2.993006993,168.4980316,34.14693069,1036.689331,12.28699303,1.683774829,12.28699303,12.28699303,0,90
1.657846689,0.036981151,2.118863846,94.98761837,3,168.2722015,38.55950165,1034.899536,12.27872086,0.757932365,12.27872086,12.27872086,0,90
1.569001794,0.03559956,2.039704514,89.89718084,3.006993007,168.046402,36.72996521,1033.358276,12.2704525,2.716765165,12.2704525,12.2704525,0,90
1.577403069,0.03776757,2.16392239,90.37853842,3.013986014,167.8210297,39.08323669,1066.953125,12.26218891,5.582847595,12.26218891,12.26218891,0,90
1.597506404,0.032979462,1.889584,91.53037469,3.020979021,167.5953522,37.08671188,1042.648438,12.25392532,2.898322582,12.25392532,12.25392532,0,90
1.605631471,0.033213627,1.903000626,91.99590672,3.027972028,167.3701782,39.86099625,1035.348633,12.24568653,2.575187922,12.24568653,12.24568653,0,90
1.291883588,0.027749274,1.589916281,74.01947721,3.034965035,167.1457214,29.11548042,1006.041809,12.23745441,3.457817554,12.23745441,12.23745441,0,90
1.608508468,0.035200428,2.016835974,92.16074651,3.041958042,166.9220886,38.68994141,1033.464355,12.22923279,2.735970497,12.22923279,12.22923279,0,90
1.585302591,0.043181058,2.474092379,90.83114773,3.048951049,166.6997681,45.74504471,1157.794434,12.22101688,6.451923847,12.22101688,12.22101688,0,90
0.039227944,0.039227944,2.247595623,2.247595623,3.055944056,166.4786682,41.97339249,41.97339249,12.21284199,12.21284199,12.21284199,12.21284199,0,90
1.581415534,0.033102155,1.896613759,90.60843576,3.062937063,166.2577972,33.98363113,1026.778809,12.20469284,1.061283588,12.20469284,12.20469284,0,90
1.295173407,0.023407497,1.341150759,74.20796994,3.06993007,166.0383148,38.68263245,1016.49054,12.196558,1.755348325,12.196558,12.196558,0,90
1.548070431,0.034059044,1.951439474,88.69790207,3.076923077,165.818573,37.01327133,1024.752441,12.18842506,1.163245678,12.18842506,12.18842506,0,90
1.600562453,0.032796383,1.879094324,91.70547342,3.083916084,165.5995178,34.16011429,1025.940063,12.18030643,1.568693042,12.18030643,12.18030643,0,90
1.59400034,0.081380278,4.662746458,91.329492,3.090909091,165.3817749,83.21353912,1086.369507,12.17221165,6.285959721,12.17221165,12.17221165,0,90
1.606721759,0.042403594,2.429546953,92.05837563,3.097902098,165.1642456,43.66145706,1028.247803,12.1641407,2.734428644,12.1641407,12.1641407,0,90
1.600087285,0.042967893,2.461878934,91.67824829,3.104895105,164.9467621,50.56486893,1034.989746,12.15606785,4.256113052,12.15606785,12.15606785,0,90
1.505291939,0.032233506,1.846843878,86.24687503,3.111888112,164.7294159,51.09806824,1020.86969,12.14800262,0.796743691,12.14800262,12.14800262,0,90
1.603150606,0.043710791,2.504443819,91.85376366,3.118881119,164.5122223,46.70355225,1026.874146,12.13994694,2.474638939,12.13994694,12.13994694,0,90
1.58233726,0.073004052,4.182824069,90.66124678,3.125874126,164.2960358,84.29937744,1021.2276,12.1319046,1.123383522,12.1319046,12.1319046,0,90
1.589956284,0.025650578,1.46966984,91.09778466,3.132867133,164.0789032,26.27385902,1151.320801,12.1238575,6.445260525,12.1238575,12.1238575,0,90
1.488972783,0.048687454,2.789585647,85.31185628,3.13986014,163.8626251,56.12823486,1017.252014,12.11584091,0.811412454,12.11584091,12.11584091,0,90
1.590994835,0.035631362,2.041526681,91.15728927,3.146853147,163.6466827,37.37848663,1025.212158,12.10782719,2.527279377,12.10782719,12.10782719,0,90
1.584026456,0.050338563,2.884187182,90.75803056,3.153846154,163.4317627,75.34586334,1129.023438,12.09986496,6.443626404,12.09986496,12.09986496,0,90
1.589710474,0.033712458,1.931581553,91.08370081,3.160839161,163.2186127,36.61930466,1082.862915,12.0919466,5.350348473,12.0919466,12.0919466,0,90
1.598410606,0.02473245,1.417065003,91.58218167,3.167832168,163.006897,25.3091011,1027.338989,12.08409119,4.26434803,12.08409119,12.08409119,0,90
1.590058446,0.069351554,3.973551342,91.10363813,3.174825175,162.7955933,71.37779999,1024.446289,12.07624054,2.134025335,12.07624054,12.07624054,0,90
1.596656442,0.026386032,1.511808265,91.48167544,3.181818182,162.5840149,33.70203781,1017.554321,12.06840229,2.426911116,12.06840229,12.06840229,0,90
1.58893609,0.053222217,3.049408391,91.0393319,3.188811189,162.3730164,66.69190979,1059.746582,12.06056213,5.565268517,12.06056213,12.06056213,0,90
1.59694922,0.027195957,1.558213531,91.49845039,3.195804196,162.1608582,29.24650955,1154.665649,12.05269051,6.440494061,12.05269051,12.05269051,0,90
1.575875521,0.065069348,3.728198994,90.29101637,3.202797203,161.9494629,68.47512054,1014.76886,12.0448122,1.229039311,12.0448122,12.0448122,0,90
1.608502984,0.028836478,1.65220846,92.16043232,3.20979021,161.7378082,37.052742,1014.169922,12.0369215,1.596923828,12.0369215,12.0369215,0,90
1.595871568,0.037732828,2.161931817,91.43670548,3.216783217,161.5268555,39.57910538,1040.102173,12.0290451,4.510645866,12.0290451,12.0290451,0,90
1.622027516,0.040715046,2.332800311,92.93533094,3.223776224,161.3174133,44.97610855,1014.719177,12.02119923,2.739547253,12.02119923,12.02119923,0,90
1.580555439,0.051164549,2.931512709,90.55915594,3.230769231,161.1083679,52.68957901,1026.020264,12.0133791,3.728550196,12.0133791,12.0133791,0,90
1.599122286,0.054237749,3.107594132,91.6229579,3.237762238,160.8990326,55.00766373,1010.870483,12.00554276,0.993169427,12.00554276,12.00554276,0,90
1.585757256,0.027929144,1.600222075,90.85719808,3.244755245,160.6906128,37.02140808,1009.93689,11.9977541,1.493734837,11.9977541,11.9977541,0,90
1.594171882,0.029381229,1.683420396,91.33932064,3.251748252,160.4829407,30.07382393,1009.272766,11.98995304,0.76074475,11.98995304,11.98995304,0,90
1.587756157,0.020256663,1.160621282,90.97172669,3.258741259,160.2757721,23.30273819,1009.401001,11.98215485,2.336283207,11.98215485,11.98215485,0,90
1.572595239,0.028158717,1.613375632,90.10307006,3.265734266,160.0690155,34.11289215,1010.28833,11.9743681,2.476596117,11.9743681,11.9743681,0,90
1.180175543,0.030203624,1.730540164,67.61907769,3.272727273,159.8623962,30.93218231,983.6635132,11.96659088,2.805463552,11.96659088,11.96659088,0,90
1.580630541,0.037146829,2.128356528,90.56345896,3.27972028,159.6563721,38.9358139,1021.780945,11.95883465,4.30259037,11.95883465,11.95883465,0,90
1.59305191,0.040071506,2.295928176,91.27515101,3.286713287,159.4501801,41.40099335,1011.522705,11.9510622,1.658819437,11.9510622,11.9510622,0,90
1.609843969,0.042052023,2.409403444,92.23726512,3.293706294,159.2445526,42.75848389,1005.689453,11.94332886,0.9988361,11.94332886,11.94332886,0,90
1.605062723,0.032923378,1.88637061,91.96331989,3.300699301,159.0401459,33.31445313,1019.917725,11.93564606,4.627624512,11.93564606,11.93564606,0,90
1.597784281,0.034351848,1.968215913,91.54629586,3.307692308,158.8368378,34.4631691,1120.992554,11.92798424,6.847669125,11.92798424,11.92798424,0,90
1.583968401,0.035203815,2.017029994,90.75470426,3.314685315,158.6345673,40.91511536,1009.885071,11.92034817,1.112593174,11.92034817,11.92034817,0,90
1.522770882,0.038971778,2.2329184,87.24834468,3.321678322,158.4332581,40.30646515,1000.807983,11.91273975,1.919788361,11.91273975,11.91273975,0,90
1.496569157,0.030416038,1.7427106,85.74709643,3.328671329,158.233139,31.33174896,998.43573,11.90515423,1.997548938,11.90515423,11.90515423,0,90
1.598487854,0.027704123,1.587329346,91.58660764,3.335664336,158.0331268,29.88709831,1006.257019,11.89756203,2.335113525,11.89756203,11.89756203,0,90
1.591466188,0.04580494,2.624429752,91.18429583,3.342657343,157.8337402,51.31658936,1005.675659,11.89002514,2.227319241,11.89002514,11.89002514,0,90
1.631511569,0.043365687,2.484670848,93.47872713,3.34965035,157.6340332,43.32237625,1001.647522,11.88246346,1.171156287,11.88246346,11.88246346,0,90
1.59270668,0.025842749,1.480680425,91.25537078,3.356643357,157.4340515,40.74509048,1002.373169,11.87489128,1.950046897,11.87489128,11.87489128,0,90
1.596492767,0.030929139,1.772109122,91.47229759,3.363636364,157.2343445,40.44137573,999.3833008,11.86733437,1.200650454,11.86733437,11.86733437,0,90
1.607670426,0.037310176,2.137715595,92.11273028,3.370629371,157.035202,52.13948822,998.9032593,11.85978222,1.042370439,11.85978222,11.85978222,0,90
1.545184016,0.039931402,2.287900782,88.5325227,3.377622378,156.8370209,43.39738083,996.3901978,11.8522377,0.44060424,11.8522377,11.8522377,0,90
0.689505041,0.032463867,1.860042578,39.50572878,3.384615385,156.639389,32.39617157,921.4576416,11.84469318,3.558656931,11.84469318,11.84469318,0,90
1.616768122,0.039397798,2.257327575,92.63398983,3.391608392,156.4423676,40.08266449,1010.820129,11.83716583,3.760834694,11.83716583,11.83716583,0,90
1.603699803,0.039194494,2.245679114,91.88523034,3.398601399,156.2457733,44.4348526,1005.068787,11.82965279,4.004069328,11.82965279,11.82965279,0,90
1.67821312,0.036443636,2.088066523,96.15452887,3.405594406,156.0490723,54.69393158,996.0366821,11.82213116,1.182975888,11.82213116,11.82213116,0,90
1.188848495,0.045268089,2.593670422,68.11600127,3.412587413,155.8537598,69.44148254,974.3219604,11.81465435,2.778374195,11.81465435,11.81465435,0,90
1.61363399,0.035985984,2.061845,92.45441732,3.41958042,155.6595764,38.86461639,993.5670776,11.80721664,0.69173789,11.80721664,11.80721664,0,90
1.619114161,0.047202516,2.704504969,92.76840795,3.426573427,155.466217,54.07305908,993.0482178,11.79982853,0.693697751,11.79982853,11.79982853,0,90
1.587035894,0.040836405,2.339753658,90.93045868,3.433566434,155.2736664,52.0577774,1135.506226,11.79249191,8.937747002,11.79249191,11.79249191,0,90
1.590016723,0.029502714,1.690380999,91.10124756,3.440559441,155.0808411,37.64598846,1023.238892,11.78514671,4.260656834,11.78514671,11.78514671,0,90
1.60181582,0.033909936,1.942896188,91.77728603,3.447552448,154.8878479,48.83083725,1005.348999,11.77779484,4.888566494,11.77779484,11.77779484,0,90
1.587728381,0.04023039,2.305031537,90.97013525,3.454545455,154.6941986,41.45301819,990.642395,11.77041531,1.018245697,11.77041531,11.77041531,0,90
1.64245069,0.041133169,2.356756987,94.10549261,3.461538462,154.5007629,43.74631119,992.1704712,11.76304722,1.630104899,11.76304722,11.76304722,0,90
1.61115253,0.033700075,1.930872067,92.3122401,3.468531469,154.3074341,33.54345322,1006.56073,11.75568104,4.242183685,11.75568104,11.75568104,0,90
1.610894561,0.033360485,1.911414992,92.29745958,3.475524476,154.1147614,38.93702698,1006.795959,11.7483139,3.48997426,11.7483139,11.7483139,0,90
1.609259486,0.043098133,2.469341129,92.2037767,3.482517483,153.9230957,45.21016693,998.2280884,11.74097824,4.005310059,11.74097824,11.74097824,0,90
