xneg_TopPush,yneg_TopPush,xpos_TopPush,ypos_TopPush,xquant_TopPush,yquant_TopPush
59.8551803418002,0.0002525432782312387,179.69940597059104,0.00023131907562456093,,
63.83574272149432,0.00021556184621810245,182.79346168331338,0.00019111650083266225,,
67.81630510118845,0.00018495985963531682,185.88751739603572,0.00015361765787370174,,
71.79686748088257,0.00016147404233460307,188.98157310875806,0.00011975515006130845,,
75.77742986057669,0.0001447406917620638,192.0756288214804,9.030734076347689e-5,,
79.75799224027081,0.00013346787812352028,195.16968453420273,6.57807975327997e-5,,
83.73855461996493,0.00012584142330507647,198.26374024692507,4.634379477067366e-5,,
87.71911699965905,0.00011996346609508634,201.35779595964743,3.183013101716273e-5,,
91.69967937935317,0.00011421082295756762,204.45185167236977,2.1807298190698736e-5,,
95.68024175904729,0.00010748006429465933,207.5459073850921,1.567989959251656e-5,,
99.66080413874141,9.931261422795021e-5,210.63996309781444,1.2789587065245716e-5,,
103.64136651843553,8.98865746784458e-5,213.73401881053678,1.248037618054615e-5,,
107.62192889812965,7.986356860855276e-5,216.82807452325912,1.4118273109857347e-5,,
111.60249127782377,7.011149528409082e-5,219.92213023598148,1.707691691131226e-5,,
115.5830536575179,6.137829412797842e-5,223.01618594870382,2.0716349798629853e-5,,
119.56361603721201,5.4033266824800864e-5,226.11024166142616,2.4383760602203037e-5,,
123.54417841690613,4.798306301863696e-5,229.2042973741485,2.7452726986939378e-5,,
127.52474079660026,4.279589898521973e-5,232.29835308687083,2.9396748206380164e-5,,
131.50530317629438,3.796202007226534e-5,,,,
135.4858655559885,3.3146787875757715e-5,,,,
139.46642793568262,2.8307632289831016e-5,,,,
143.44699031537675,2.3639011303635272e-5,,,,
147.42755269507086,1.9412545507934055e-5,,,,
151.408115074765,1.5821945963794625e-5,,,,
155.3886774544591,1.2908825775576534e-5,,,,
159.36923983415323,1.0578680516154986e-5,,,,
163.34980221384737,8.669077526754755e-6,,,,
167.33036459354147,7.023773477719082e-6,,,,
